address,amenities,area,bathrooms,bedrooms,description,details,lease,link,name,price,property_type,psf_price
122 Beach Road - D7,"Jogging Track,Open Terrace,Pavilion,Water Feature,Sky Terrace,Greenery View,Pool Deck,Meeting Room,Lounge,Sea View,Fitness Corner,Fibre Ready,Lap Pool,Balcony",409 sqft / 37.99 sqm,1,1,"EXPERIENCE PREMIUM CONDO LIVING IN THE HEART OF BEACH ROAD

BEACH ROAD –DISTRICT 7

All residents will enjoy exclusive membership to Midtown Hub, where they can network, socialize and connect with a like-minded community of innovative thought leaders. It is a space that is alive with energy and activity.

Project Highlights:

Residential Component of Guoco Midtown

Excellent Connectivity via 4 MRT lines / expressways

Conserved Building: Former Beach Road Police Station

Marina Bay & Kallang Basin Views

Work, Live & Play: Grade A offices, public & retail spaces, exclusive residences

A brand new condominium in District 7 developed by renowned developer, GuocoLand

Part of Guoco Midtown that comprises premium Grade A office space, public and retail spaces, exclusive residences, and the former Beach Road Police Station, a conserved building

Just 5 minutes’ walk to Bugis MRT Station and a short drive away to Esplanade and City Hall MRT stations to connect to the rest of the city

Located within Central Business District, at the intersection of two key development corridors along Beach Road and Ophir-Rochor Road

Key connector between 3 office micromarkets – City Hall, Marina Centre & Bugis

Served by four MRT lines and Nicoll Highway, as well as the North-South Expressway in the future

Great unit mix of 219 residential units consisting of 1 to 3 bedroom units ranging from 409sqft to 1,324 sqft

Shopping, dining and lifestyle amenities close by through Suntec City, Bugis Junction, Raffles City and Marina Bay Sands

Healthcare facilities easily a short drive away such as Raffles Hospital (North Bridge Road), Novena Medical Centre

Project Details:

Developer: Guocoland

Address: 122 Beach Road

Property Type: Private Condominium

Tenure: 99 year lease hold

Total Units: 219 units

Unit Mix: 1 bedroom, 2 bedroom, 2 bedroom duplex, 3 bedroom duplex

Call 83880009 Now To Enquire.","Furnishing,Unfurnished,Facing,North South,Availability,Now,District,D07",2022 - 99 years,https://www.99.co/singapore/sale/property/midtown-bay-condo-vrrkTMBcSJwkb7Q6xmQ8HE,Midtown Bay,"$1,397,700",Condo,"$3,417 psf"
371 Beach Road - D7,"Clubhouse,Function Room,Water Feature,Gym,Jacuzzi,Outdoor Dining,Jet Pool,Yoga Corner,Swimming Pool,Viewing Deck,Lounge,Mini Golf Range,Playground,Fitness Corner,Reflexology Path,BBQ",775 sqft / 71.99 sqm,2,2,"City gate 2 br dual key for sale with tenancy 
High floor
Take over ready tenancy!
Bright and breezy unit
Panoramic views 

Nearby developments: Concourse skyline, The Plaza, Duo Residence, Southbank

View to appreciate
Pls call Kevin 97465616","Availability,Now,District,D07",2019 - 99 years,https://www.99.co/singapore/sale/property/city-gate-condo-JEBCDeyoDG4cm78Jd4hvqL,City Gate,"$1,650,000",Apartment,"$2,129 psf"
Singapore 570181 - D20,"Stove,Aircon","1,302 sqft / 120.95 sqm",2,4,"AMAZING NEW LIST!! So many WOW fActors!!
BEAUTIFUL DESIGNER 5’i’ @ 181 Bishan FOR SALE!
-100% Move IN - Fully Renovated 6 years ago. 
-Ideal for large family! 
-Rare design of 4 bedrooms, all with built-in wardrobe and accompanied by study tables. Refer floor plan
-4 Bedroom + 1 Acoustic Room 
(soundproof music Jamming room)
-Corner. Lift level. High floor
-2 ensuites @ master and junior master bedroom
-Open for all races. PR eligible too
-Upgraded
Primary Schools (Within 1km to)
-Kuo Chuan Presbyterian Pri Sch
-Guangyang Pri Sch
-First Toa Payoh Pri Sch
-St. Gabriel’s Pri Sch
-Pei Chun Public Sch

(Within 2km)
-Kheng Cheng Sch
-Catholic High Sch
-Yangzheng Pri Sch
-Townsville Pri Sch
-CHIJ Our Lady Of Good Counsel
-Marymount Convent Sch

Secondary Schools (within 1km)
-Kuo Chuan Presbyterian Sec Sch
-Guangyang Sec Sch
-Beatty Sec Sch
-St. Joseph’s Institute (Integrated)

Within 2km
-Raffles Institute (Integrated)
-Catholic High Sch (Integrated)
-Zhonghua Sec Sch

Find the RIGHT Agent, more than 40 public reviews in a year.

https://goo.gl/vuotZS

MORE THAN 1000 transactions and counting including residential (private/ HDB), landed, commercial, industrial, overseas and project sales. 

Multiple Award winners
-Multi-Million Dollar Club
-Asia Pacific Award Winner
-Top Rookie 
-Top Manager/Recruiter
-Top 100/ 200/ 300
-Top Project Sales (Sky Habitat / Sant Ritz / The Creek) 

Recent Achievements:
-Top 60 Achiever in OrangeTee 2018
-Top 10 Achiever in Navis Living Group 2018
-Multiple Star Performer 2018
-Top 2 Achiever in OrangeTee July 2018
-Supersonic High Achiever Award Winner 2018
-Top 30 Achiever in OrangeTee Feb 2019
-Top 10 Achiever in NLG Feb 2019
-Top 50 Achiever in OrangeTee Sept 2019
-Top 10 Achiever in NLG Sept 2019
-Top Associate District Director NLG Sept 2019


Alex Ong | 王耀明 
Project IC | Associate District Director
OrangeTee & Tie Pte Ltd 
[mobile] +65 933-77-333

[web] www.99.co/agents/R024904E
[me] https://goo.gl/SDQVLS","Furnishing,Partially Furnished,District,D20",1987 - ,https://www.99.co/singapore/sale/property/181-bishan-street-13-hdb-QQpAo3ugxS7jLe67BqH2gH,181 Bishan Street 13,"$795,000",HDB 5 Rooms,$611 psf
Singapore 530328 - D19,"Low Floor,Utility Room,Corner Unit","1,054 sqft / 97.91 sqm",2,3,"Your bustling place to live in. Away from the madding crowd but yet so near to conveniences. Reach out to Coffeshop a just one minute away, and if you have a car, the parking lot is right below you.

Hougang central and MRT is just within minutes walk away. 
Hougang bus interchange, Hougang Central, Punggol CC, Holy innocents’ primary school, Kang Kar Mall,
CHIJ  Montfort junior , Upper Serangoon Road,
All within reach .","Facing,North,District,D19",1983 - ,https://www.99.co/singapore/sale/property/328-hougang-avenue-5-hdb-P9vkLUbgDwL9KRLP7LQoBP,328 Hougang Avenue 5,"$360,000",HDB 4 Rooms,$342 psf
85 Pheng Geck Avenue - D13,"Clubhouse,Gym,Sauna,Fitness Corner,Parking,Security,Lap Pool,BBQ","1,238 sqft / 115.01 sqm",,,"Nin 3 bedroom for sale with tenancy

Nearby developments include:
Right next to Potong Pasir MRT (2mins walking distance)
via MRT:
- 3mins to Nex Shopping Mall
- 4mins to City Square Mall
- 8mins to Dhoby Ghaut MRT Interchange (Plaza Singapura)
- 18mins to Orchard Road
- 21mins to Raffles Place
- 23mins to Marina Bay Sands

- Nin residences has well connected road and easy access to 3 major expressway. PIE, KPE and CTE which is well connected to other parts of the island.

St Andrews, Stamford American School and Cedars School are within 1 km radius for your children good education environment.
Via Car:
- 2mins to Cedar Girls&#39; Secondary School
- 3mins to Stamford American International School
- 5mins to St Andrew&#39;s Junior / Secondary School / Junior College

Squarish layout with spacious living, and bedroom area.

Good quality finishing provided-600mm x 600mm natural marble in living area, and timber strip flooring in all bedrooms.

Nestled in upcoming Bidadari Estate, this area is expected to grow in density, infrastrucure and the properties are likely to appreciate more.

GREAT VALUE!!

Nearby Developments include Sennett Residences, The Venue Residences, Blossoms @ Woodleigh, Parc Mondrian, Euro - Asia Park, Avon Park, Woodsville 28, 18 Woodsville, Poiz Residences, Casa Meya, Wan Tho Lodge, Moonstone Residences, Moonstone View, Meya Lodge, Platinum Edge, One Leicester, Suites @ Topaz, Leicester Suites, Park Colonial, Tre Ver, Affinity (U/C), Woodleigh Residence, Eight Riversuites, Park Colonial (U/C), Woodleigh Residences (U/C), The Tre Ver (U/C),  
PLS CALL Kevin ☎️ 97465616 FOR MORE DETAILS","Availability,Now,District,D13",2014 - 99 years,https://www.99.co/singapore/sale/property/nin-residence-condo-eJfzi7fQrkn5mitHYRv27F,Nin Residence,"$1,600,000",Condo,"$1,292 psf"
8 Adis Road - Floor #01,"Ground Floor,Fibre Ready,Renovated,Greenery View,Open Terrace,Bomb Shelter,Sauna,Low Floor,Swimming Pool,Wading Pool,Jacuzzi,Steam Room,Parking,Security,Patio / PES,Lap Pool,Gym,BBQ,Balcony",840 sqft / 78.03 sqm,1,1,"Spacious patio unit
Total area 840 sqft

Renovation done pretty extensively with attention to detail so the layout is very much improved from all the units in the project.

The only unit in Parc Sophia with motorized outdoor blinds all the way covering to the edge of the patio!

Originally a 1 + Study but modified the wall between room and living room, converting into a spacious 1 bedroom living area.

- Kitchen modified from open-concept to enclosed kitchen
- Washing machine has been moved to patio garden shed with water point renovation done
- Beautifully renovated bathroom
- Carpet grass patio
- Outdoor automated blinds included
- Polycarbonated ceiling encloses the entire patio, protected entirely from rain
- Garden shed at patio for additional storage
- Storeroom has been converted to walk-in storage
- False ceiling lightings was built to allow the re-erection of the wall in future, if needed
- The patio ceiling fan cum light is also installed

All modifications are BCA, contractor-approved and condo-approved. Do not miss this rare gem in the heart of Sophia!

Please contact Winston Ho at 91178839 to view!","Floor,01,Availability,Now,District,D09",2013 - Freehold,https://www.99.co/singapore/sale/property/parc-sophia-condo-shcZFFzu3hyp25gUrqSkS,Parc Sophia,"$1,340,000",Apartment,"$1,595 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool",614 sqft / 57.04 sqm,1,2,"NEW LAUNCH 2018!
The Garden Residences - brand new 2 Bedroom FOR SALE!

Beautiful Garden with Smart Home community.

A development everyone in Serangoon has been waiting for! The MOST exciting launch by Keppel Land and Wing Tai coming to you tomorrow!
Fantastic unit mix of 1 to 5 bedroom.
5 blocks of 613 units, mostly enjoying nice greenery / pool view, and over-looking the charming Serangoon Gardens Estate.

TOP 7 REASONS to BUY The Garden Residences:
1) Nestled within the Charming estate of Serangoon Gardens and Serangoon North
2) Highly efficient layout with high-quality fittings
3) Reputable schools like Rosyth (within 1km) and International Schools (Australian and French)
4) Amenities within reach. 
Free Shuttle to NEX / Serangoon MRT
5) Great accessibility to expressways. Minutes to Ang Mo Kio Industrial / Seletar Aerospace
6) Closer to Nature with specifically designed facilities and landscape.
7) Smart community living with Smart Hub.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I'll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-4nPVV9qRVniM7GnfrmG8rZ,The Garden Residences,"$898,000",Condo,"$1,463 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool",689 sqft / 64.01 sqm,2,3,"Fantastic Brand New launch of 2018!
The Garden Residences by Keppel &amp; Wingtai.
Highly Efficient 2 + Study FOR SALE!
Beautiful design with SMART - Home community for all units!
Quality finishing
Superb facilities
Amenities aplenty

Call for appointment now!

Alex Ong 93377333
www.SgpropertyStar.com","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-fv8uoZkk7DNo9zTkPzwPei,The Garden Residences,"$1,068,000",Condo,"$1,550 psf"
89 Flora Drive - D17,"Bridge,Function Room,Clubhouse,Gym,Spa Pavilion,Jacuzzi,Steam Room,Tennis Court,Parking,Outdoor Dining,Pavilion,Basketball Court,Water Feature,Lounge,Mini Golf Range,Wading Pool,Playground,Security,Lap Pool,BBQ,Hydrotherapy Pool","1,001 sqft / 92.99 sqm",2,3,"EXCLUSIVE AGENT!
Beautiful renovated 3-bedroom @ Hedges Park Condo FOR SALE by Alex Ong!
Only 4 years old development. 
Why This Unit:
- Most affordable 3 bedroom condo below $1mil!
- Lower priced than recent EC launch
- High Floor
- Corner 
- Wide recess space
- North-South orientation
- Bright and windy
- Renovated
- Zip track done at balcony with fully retractable awnings.
- Kitchen comes with dishwasher
- Full condo facilities 
- Serious seller, upgrading. 
- Proximity to World BEST airport - Changi
- Japanese Primary School
- One World International School
- SIA Group Sports Club
- accessible via nearby Tampines East, Upper Changi and Simei MRT Stations.

View by appointment

Find the RIGHT Agent, more than 40 public reviews in a year...   https://goo.gl/vuotZS

MORE THAN 1000 transactions and counting including residential (private/ HDB), landed, commercial, industrial, overseas and project sales. 

Multiple Award winners for past 12 years.
-Multi-Million Dollar Club
-Asia Pacific Award Winner
-Top Rookie 
-Top Manager/Recruiter
-Top 100/ 200/ 300
-Top Project Sales (Sky Habitat / Sant Ritz / The Creek ) 

Recent Achievements:
-Top 60 producer in OrangeTee 2018
-Top 10 Producer in Navis Living Group 2018
-Multiple Star Performer 2018
-Supersonic High Achiever Award winner 2018
-Top 30 producer in OrangeTee Feb 2019
-Top 10 producer in Navis Living Group Feb 2019
-


Alex Ong | 王耀明 
Project IC | Associate District Director
OrangeTee & Tie Pte Ltd 
橙易产业咨询有限公司
430 Lorong 6 Toa Payoh #01-01 OrangeTee Building Singapore 319402
[mobile] +65 933-77-333
[email] , 
[web] www.99.co/agents/R024904E
[me] https://goo.gl/SDQVLS","Furnishing,Partially Furnished,District,D17",2015 - 99 years,https://www.99.co/singapore/sale/property/hedges-park-condominium-condo-QeY4vTwdwmEk9featw9B9b,Hedges Park Condominium,"$918,000",Condo,$917 psf
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool",786 sqft / 73.02 sqm,2,3,"NEW LAUNCH 2018!
The Garden Residences - brand new 3 BEDROOM FOR SALE!

Beautiful Garden with Smart Home community.
Truly a masterpiece. 
The Garden Residences is a home for all. 
✅ Strong collaboration of Reputable Developers and Builder: Keppel Land / Wing Tai & Dragages.
✅ Wide unit mix of 1 to 5 bedrooms.
✅ Highly efficient layout.
✅ 24 hours Gym overlooking 75m pool. 
✅ Over 100 species of plants along your own boardwalk. 
✅ Free shuttle bus to Serangoon MRT / NEX 
✅ Smart community to TOP it all.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I'll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-V3ysvFukFP5hnGe83u74H7,The Garden Residences,"$1,198,000",Condo,"$1,524 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool","1,119 sqft / 103.95 sqm",3,5,"NEW LAUNCH 2018!
The Garden Residences - brand new 4 + Study FOR SALE!

Beautiful Garden with Smart Home community.
Truly a masterpiece. 
The Garden Residences is a home for all. 
✅ Strong collaboration of Reputable Developers and Builder: Keppel Land / Wing Tai & Dragages.
✅ Wide unit mix of 1 to 5 bedrooms.
✅ Highly efficient layout.
✅ 24 hours Gym overlooking 75m pool. 
✅ Over 100 species of plants along your own boardwalk. 
✅ Free shuttle bus to Serangoon MRT / NEX 
✅ Smart community to TOP it all.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I'll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-P2coirHWAUBc7ZSaFf7wM9,The Garden Residences,"$1,717,000",Condo,"$1,534 psf"
101 Prince Charles Crescent - D3,"Jogging Track,Clubhouse,Pool Deck,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Outdoor Dining,Balcony,Fun Pool,City View,Renovated,Greenery View,Open Terrace,Lounge,Utility Room,High Floor,Lap Pool,Hydrotherapy Pool","1,163 sqft / 108.04 sqm",2,3,"Dreaming of owning a Prestigious Iconic condominium surrounded by amenities with mere 5-mins drive to Orchard?

NEW RELEASE Villas stacks for SALE!

Introducing THE CREST,
2 / 3 / 4 bedrooms Brand new developer units FOR SALE!! Dual-key available also.

Rolling out THE EASIEST payment terms and move-in immediately.

THE PREFERENTIAL PAYMENT PLAN (PPP)

Pay no mortgage for the next 2 years
Only 5%* deposit to stay and own a unit.
Options to stay or lease out.
Further 5% only after 12 months
Final 90% after 24 months.

Special PERKS Exclusively for this scheme:
1) No Price Increased
2) Immediate Move-In
3) 12-months Defect Liability Period*
4) Lease out immediately after key collection
*Terms and conditions apply

Unique Selling Points:
1) Strategic location- Located in the tranquil Tanglin area bordering good class bungalows and embassies.
2) Close proximity to Orchard Road with CBD.
3) Walking distance to Redhill MRT. 
4) Iconic Architecture- Designed by award winning Toyo Ito. A stunning masterpiece in District 3
5) Park Connector- Direct and Easy access to Urban and Nature.
6) Low cash outlay- Less than the normal 20% booking fee needed. 

 A TIP TOP luxurious condominium with many unique selling points which results in units selling every week.

“Life peaks at The Crest”
Toyo Ito
Iconic
Preferential Payment Plan

Timeless
Opportunity
Park Connector

Search for the RIGHT agent:
https://goo.gl/uYxcuZ

Project IC
Alex Ong | OrangeTee
93377333
www.SgpropertyStar.com
www.the-crest.push.sg","Furnishing,Partially Furnished,Facing,South East,Availability,Now,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-edUqqNceUeg6fzbwEBgWnU,The Crest,"$2,219,000",Condo,"$1,908 psf"
